Cluster,Node,Namespace,Pod,CPURequests (cores),MemoryRequests (Mi),CDGC CPU % Utilization,CDGC Mem % Utilization,Total CPU % Utilization,Total Mem % Utilization
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,ccgf-dev-ebfargowf,argo-server-b96756759-584c2,0.20,512,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,kube-system,aws-node-gtgp8,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,kube-system,ebs-csi-node-jr7ql,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,kube-system,efs-csi-node-l7qn5,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,kube-system,kube-proxy-4cz9t,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,lamm,fluent-bit-bp2k2,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-2dw2z,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,stackrox,collector-9qxjh,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-83.us-west-2.compute.internal,Total,17,7.21,18294,80.62%,51.76%,90.19%,57.64%
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-dev-ebf-api-gateway-6f8767ccf5-zntz5,0.60,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-metadata-discovery-2-4-0-27773-dd7668cdd-wmpg5,1.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-product-configuration-2-1-4-27408-5cf667b476-h75bl,2.10,4024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-searchv2-2-5-0-329-6c94586fcd-f95ff,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,ccgf-dev-ebf,cdgc-qaebf-node-hawk-filebeat-elastic-ds-8hvwf,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,kube-system,aws-node-gc79x,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,kube-system,ebs-csi-node-fvnbn,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,kube-system,efs-csi-node-j4xh7,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,kube-system,kube-proxy-cdjwh,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,lamm,fluent-bit-r254q,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-4tcgg,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,stackrox,collector-qrhz6,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-105.us-west-2.compute.internal,Total,12,6.96,17454,77.50%,49.12%,87.06%,54.99%
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-metadata-discovery-2-4-0-27715-79f4f8c79b-k5zjb,1.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-modelv2-2-3-0-243-545d88f4cc-rxz4l,1.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,ccgf-dev-ebf,cdgc-qaebf-node-hawk-filebeat-elastic-ds-6lszv,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,ccgf-dev-ebf,cdlg-app-2-0-0-27435-c5555dfbf-b768j,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,ccgf-dev-ebf,cdmp-marketplace-3-0-0-27231-5d6649967f-cfzgj,1.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,ccgf-dev-ebf,cdmp-ui-app-1-1-0-27303-d4ddb5857-ljnzj,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,kube-system,aws-node-rrm98,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,kube-system,ebs-csi-node-85n6m,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,kube-system,efs-csi-node-fh2m6,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,kube-system,kube-proxy-vmzlp,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,lamm,fluent-bit-b4zpl,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-l224p,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,stackrox,collector-xcqnx,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-133.us-west-2.compute.internal,Total,13,6.06,22646,66.25%,65.47%,75.81%,71.35%
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-orchestration-dispatcher-3-0-0-207-5776c9db4f-fn95m,1.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-orchestration-management-api-server-4-0-0-359-7d865f4ds4m6,2.20,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-ruleautomation-4-2-0-27764-766f4bb5-f5zz9,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,ccgf-dev-ebf,cdgc-qaebf-node-hawk-filebeat-elastic-ds-cht2p,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,ccgf-dev-ebf,cdlg-app-2-0-0-4742-55ff469577-577zh,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,kube-system,aws-node-nwf26,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,kube-system,ebs-csi-node-59sqk,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,kube-system,efs-csi-node-9hn69,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,kube-system,kube-proxy-phsr4,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,lamm,fluent-bit-zj29h,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-jfmcn,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,stackrox,collector-m6zx6,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-210.us-west-2.compute.internal,Total,12,7.31,20086,81.88%,57.41%,91.44%,63.29%
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-orchestration-lifecycle-manager-3-0-0-296-6ddbf6b9c4-wkk6j,1.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-searchv2-2-5-0-27120-7889b78c8b-gdwwl,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-searchv2-2-5-0-27189-667db65b7b-fp8hl,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,ccgf-dev-ebf,cdgc-qaebf-node-hawk-filebeat-elastic-ds-ngt5q,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,ccgf-dev-ebf,cdlg-app-2-0-0-27806-5f6b8cd74-w46q8,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,kube-system,aws-node-q8qw4,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,kube-system,ebs-csi-node-grfl4,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,kube-system,efs-csi-node-hdjtf,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,kube-system,kube-proxy-ctd4b,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,lamm,fluent-bit-58jkp,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-59lk2,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,stackrox,collector-pccgj,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-144.us-west-2.compute.internal,Total,12,7.21,20086,80.62%,57.41%,90.19%,63.29%
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-orchestration-management-api-server-5-0-0-26964-5656c5n4nr,2.20,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-searchv2-2-5-0-27186-d796ffff8-l7wfp,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,ccgf-dev-ebf,cdgc-qaebf-node-hawk-filebeat-elastic-ds-vtr29,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,ccgf-dev-ebf,cdq-task-data-store-2-7-0-27462-d9746976f-2slsf,0.85,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,ccgf-dev-ebf,mcp-app-2-0-0-27483-5dd6db7dc9-lr9gl,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,kube-system,aws-node-pcqdb,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,kube-system,ebs-csi-node-qhtv8,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,kube-system,efs-csi-node-m4bbg,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,kube-system,kube-proxy-xclwq,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,lamm,fluent-bit-mlhzd,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-n6bzp,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,stackrox,collector-vs7ms,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-53.us-west-2.compute.internal,Total,12,7.06,20086,78.75%,57.41%,88.31%,63.29%
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-ruleautomation-4-1-0-250-b9556bbbc-mxpvw,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-searchv2-2-5-0-27765-55467776f-xmnmc,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,ccgf-dev-ebf,cdgc-qaebf-node-hawk-filebeat-elastic-ds-7spmz,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,ccgf-dev-ebf,cdmp-marketplace-3-0-0-849-84989cdb57-t5qlc,1.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,ccgf-dev-ebf,mcp-app-2-0-0-27480-65d9f8f9cc-sk8wv,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,kube-system,aws-node-zvjdx,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,kube-system,ebs-csi-node-55btb,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,kube-system,efs-csi-node-b5qlz,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,kube-system,kube-proxy-h6rf5,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,lamm,fluent-bit-lsgls,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-hrvph,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,stackrox,collector-w2cfw,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-23.us-west-2.compute.internal,Total,12,7.21,20086,80.62%,57.41%,90.19%,63.29%
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-searchv2-2-5-0-345-68bbfcb875-m7jz7,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-searchv2-2-5-0-345-68bbfcb875-p7fs7,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,ccgf-dev-ebf,ccgf-searchv2-2-5-0-345-68bbfcb875-pvl5f,2.10,5120,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,ccgf-dev-ebf,cdgc-qaebf-node-hawk-filebeat-elastic-ds-8xhw9,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,kube-system,aws-node-rnlzp,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,kube-system,ebs-csi-node-99m25,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,kube-system,efs-csi-node-blflf,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,kube-system,kube-proxy-jp9zl,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,lamm,fluent-bit-cr8vc,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-fgnxw,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,stackrox,collector-jtf29,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-175.us-west-2.compute.internal,Total,11,7.37,17526,82.50%,49.34%,92.06%,55.22%
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,ccgf-dev-ebf,icd-dataprep-1-21-1-1121-7bc56db76-4rz77,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,kube-system,aws-node-txwzl,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,kube-system,ebs-csi-node-98rqp,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,kube-system,efs-csi-node-5csqr,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,kube-system,kube-proxy-87rg7,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,lamm,fluent-bit-tp2k4,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-bms5c,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,stackrox,collector-bml8s,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-97.us-west-2.compute.internal,Total,8,1.62,4426,10.62%,8.07%,20.19%,13.95%
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,ccgf-dev-ebf,icd-dataprep-1-21-1-1154-5874878d8d-p778c,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,ccgf-dev-ebf,icd-job-management-1-1-28-570-dcbd8d78f-tqsj6,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,kube-system,aws-node-5zn72,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,kube-system,ebs-csi-node-h77xt,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,kube-system,efs-csi-node-bbf26,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,kube-system,kube-proxy-77gc2,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,lamm,fluent-bit-fqmg8,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-2vg2w,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,stackrox,collector-69qzc,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-63.us-west-2.compute.internal,Total,9,2.47,6986,21.25%,16.13%,30.81%,22.01%
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,ccgf-dev-ebf,icd-job-management-1-1-28-591-77b5c8c96c-h9nm8,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,ccgf-dev-ebf,icd-prep-ui-app-1-2-0-998-55455bfdd6-4f9qs,0.85,2560,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,kube-system,aws-node-zrzv4,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,kube-system,ebs-csi-node-l6klx,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,kube-system,efs-csi-node-54jkf,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,kube-system,kube-proxy-w2b9j,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,lamm,fluent-bit-wjxzm,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-bm9n9,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,stackrox,collector-5rlql,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-246.us-west-2.compute.internal,Total,9,2.47,6986,21.25%,16.13%,30.81%,22.01%
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,ccgf-dev-ebf,job-processor-qaebf-node-hawk-filebeat-elastic-ds-42z24,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,catalog-source-delete-5fdeacaa-f2c1-40f8-a102-504eb9fd7c57-bulk-delete-group-3930785908,2.20,4,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,tenant-upgrade-f5c2e7d4-8dea-4da1-be20-b5702efd8375-ccgf-contentv2-job-task-group-1436409367,0.20,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,tenant-upgrade-f5c2e7d4-8dea-4da1-be20-b5702efd8375-ccgf-modelv2-job-task-group-953951039,1.20,1,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,tenant-upgrade-f5c2e7d4-8dea-4da1-be20-b5702efd8375-processor-task-group-2998073472,0.20,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,kube-system,aws-node-2pbl5,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,kube-system,ebs-csi-node-t5d6g,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,kube-system,efs-csi-node-nst5j,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,kube-system,kube-proxy-9b8p4,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,lamm,fluent-bit-rjxfh,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-b8cpn,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,stackrox,collector-xr2j2,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-76.us-west-2.compute.internal,Total,12,4.87,2173,51.25%,0.97%,60.81%,6.85%
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,ccgf-dev-ebf,job-processor-qaebf-node-hawk-filebeat-elastic-ds-4k5n7,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,catalog-source-sync-1116e2b4-31d6-48cb-8822-4ef9a08fdec4-metadataextraction-1159952439,1.40,3072,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,model-publish-061ffe00-791a-4d20-a151-f6ccabf47c74-lakeschemaevolution-461911898,1.20,1,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,kube-system,aws-node-c477s,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,kube-system,ebs-csi-node-jd6ft,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,kube-system,efs-csi-node-sn7tm,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,kube-system,kube-proxy-z9vnq,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,lamm,fluent-bit-czt9l,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-hjwp9,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,stackrox,collector-knm59,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-68-140.us-west-2.compute.internal,Total,10,3.66,5240,36.25%,10.63%,45.81%,16.51%
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,ccgf-dev-ebf,job-processor-qaebf-node-hawk-filebeat-elastic-ds-9k77m,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,cdmp-auto-onboard-f5ab56c7-c963-4f47-9ff5-5c94fa90aa97-cdmp-auto-onboard-group-1373590632,2.20,4,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,kube-system,aws-node-4kdkm,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,kube-system,ebs-csi-node-52jm9,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,kube-system,efs-csi-node-5bsdf,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,kube-system,kube-proxy-pzpmv,0.10,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,lamm,fluent-bit-htfql,0.50,1024,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-6bqrv,0.00,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,stackrox,collector-nfblb,0.06,330,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-67-234.us-west-2.compute.internal,Total,9,3.26,2170,31.25%,0.96%,40.81%,6.84%
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-66.us-west-2.compute.internal,ccgf-dev-ebf,job-processor-qaebf-node-hawk-filebeat-elastic-ds-fb4k9,0.30,300,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-66.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,cdmp-auto-onboard-65903796-69a4-4b26-812f-fffa804405a0-cdmp-auto-onboard-group-4196390221,2.20,4,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-66.us-west-2.compute.internal,ccgf-hawkdev-orchestrationjobs,model-publish-971215de-3b6c-4a0b-a55e-2907549e92b2-lakeschemaevolution-3088179493,1.20,1,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-66.us-west-2.compute.internal,kube-system,aws-node-slznn,0.03,0,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-66.us-west-2.compute.internal,kube-system,ebs-csi-node-4n6c8,0.03,384,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-66.us-west-2.compute.internal,kube-system,efs-csi-node-86x4b,0.05,128,,,,
intcloud-ccgf-eks-devci-usw2,ip-10-29-69-66.us-west-2.compute.internal,kube-system,kube-proxy-l8shh,0.10,0,,,,
