Cluster,Node,Namespace,Pod,CPURequests (cores),MemoryRequests (Mi),CDGC CPU % Utilization,CDGC Mem % Utilization,Total CPU % Utilization,Total Mem % Utilization
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ccgf-devprod-argowf,argo-server-6f85f4768-n4x4f,0.20,512,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-internal-ccgf-gateway-665f686bc4-pkzzv,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdq-recommendation-1-0-0-271-78cd46867f-7vrtf,0.20,3328,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdq-task-data-store-2-6-0-121-7796fbc58f-w7r8b,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-z52dh,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ccgf-devprod-hawk-func,icd-dataprep-1-21-1-1176-59f647c45d-bmfcb,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-auth-pep-2-0-0-147-6f4d4bd796-bzptx,0.20,4024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-dg9kk,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-r7mvk,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,ct-cloudability,cloudability-cloudability-metric-agent-6cf4bd8996-5kqwl,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,kube-system,aws-node-6vfl9,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,kube-system,ebs-csi-node-98hlz,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,kube-system,efs-csi-node-g2n4q,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,kube-system,kube-proxy-2qdf5,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-j5n5q,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,lamm,fluent-bit-l2j6j,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-rwbkx,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,stackrox,collector-xj8jg,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-72.us-west-2.compute.internal,Total,18,2.72,19762,18.75%,53.95%,33.94%,62.47%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,ccgf-devprod-argowf,argo-server-6f85f4768-q8cct,0.20,512,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdmp-marketplace-3-0-0-849-9ff666cf8-n6t9z,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdq-task-data-store-2-6-0-137-bbf8b9fc-s25ds,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-f27dh,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,ccgf-devprod-hawk-func,icd-prep-ui-app-1-2-0-998-f455cc656-9bzss,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-oi-digest-2-0-0-214-64d8f5b79d-q8rlw,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-7hbz2,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-cpvbh,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,istio-system,istiod-1-16-4-56b77b8464-mh5pm,2.50,6144,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,kube-system,aws-node-zjdhg,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,kube-system,ebs-csi-node-dzbht,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,kube-system,efs-csi-node-24g99,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,kube-system,ingress-addon-ingress-nginx-controller-86d7979c4c-v6g66,0.05,512,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,kube-system,kube-proxy-7z7jf,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-q98s6,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,lamm,fluent-bit-vmfxz,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-wbrdl,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,stackrox,collector-hxd5p,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-58.us-west-2.compute.internal,Total,18,5.06,25594,17.50%,52.31%,63.31%,81.77%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-argowf,argo-server-6f85f4768-tbkjt,0.20,512,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-ccgf-gateway-65f9f6d545-bnwfk,0.10,2048,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-metadata-discovery-2-3-0-188-674bf9666b-l4z4w,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdmp-marketplace-3-0-0-856-6b4dd9db87-6lg2n,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-9b54n,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-audit-2-0-0-496-765f6957bb-j8rtb,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-oi-digest-2-0-0-222-557dfd5b48-5xqhk,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-cz8nk,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,oi-notification-3-2-0-355-577c49989f-s5d6c,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-hwt4s,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,gpt-qa-harnessdelegate,intcloud-ccgf-eks-devprod-usw2-delegate-b78889f88-9pxmn,0.75,2112,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,kube-system,aws-node-hpv5q,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,kube-system,corednsaddon-coredns-69dc9cf488-2zltm,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,kube-system,ebs-csi-node-6nslc,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,kube-system,efs-csi-node-b8lr4,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,kube-system,kube-proxy-dm84b,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-rbrxh,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,lamm,fluent-bit-qrq86,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-qm6wf,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,spark-operator,spark-operator-64788d7fd9-66557,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,stackrox,collector-s89v5,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-240.us-west-2.compute.internal,Total,21,3.67,25786,30.63%,72.99%,45.81%,81.51%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,ccgf-devprod-argowf,argo-workflow-controller-599d757c76-qpcdf,0.20,512,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-cdlg-app-facade-2-0-3-94-5dffbf6899-cfnwj,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdgc-vault-replication-manual-gh6-v29fm,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-fprpz,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,ccgf-devprod-hawk-func,icd-dataprep-1-21-1-1176-59f647c45d-fdb6t,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,ccgf-devprod-hawk-func,icd-prep-ui-app-1-2-0-1000-544b6956fb-cpqf9,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-nl75v,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-p5vpm,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,ct-jspolicy,jspolicy-68fd94bb67-h4c57,0.05,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,harness-delegate,aws-iicsqa-intcloud-ccgf-eks-devprod-usw2-yekwee-0,1.00,8192,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,istio-system,kiali-798b796c7-6mn54,0.01,64,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,kube-system,aws-node-d8kvq,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,kube-system,ebs-csi-node-2jkh8,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,kube-system,efs-csi-node-phlpf,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,kube-system,ingress-addon-ingress-nginx-defaultbackend-5bdb695cc5-rm6tx,0.01,20,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,kube-system,kube-proxy-dt8qj,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-55pdc,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,lamm,cloudprober-6f77cc59f5-6xlbm,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,lamm,fluent-bit-46rpw,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,lamm,monitoringaddon-grafana-6f967598db-9ccnk,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-26wws,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-operator-75cf8585c-fmfnk,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,lamm,probe-reloder-reloader-6b67468bb9-fj7rk,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,stackrox,admission-control-57756469f8-57bfc,0.05,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,stackrox,collector-5hbqr,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,vault-injector,vai-ingress-nginx-vault-injector-nginx-controller-75f4dc9bqqjct,0.10,256,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-62.us-west-2.compute.internal,Total,26,3.53,20018,15.00%,27.77%,44.19%,63.95%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-catalog-source-management-3-12-0-378-9c449f76f-4n4zt,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-connection-management-1-2-0-261-64ffb7ccff-cshbk,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-metadata-staging-2-0-0-105-5d999d55d8-qwbvs,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-searchv2-2-5-0-341-6799cc58bd-pjtlx,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-gkfth,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-auth-pep-2-0-0-147-6f4d4bd796-zklwp,0.20,4024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-4cvjk,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-7tsqr,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,gpt-qa-harnessgitops,intcloud-ccgf-eks-devprod-usw2-agent-55b78b45f7-m4nvj,1.00,256,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,kube-system,aws-node-2hfnn,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,kube-system,ebs-csi-node-h4vc6,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,kube-system,efs-csi-node-hkvrc,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,kube-system,kube-proxy-zhffz,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-frd9g,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,lamm,fluent-bit-sdf8d,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-r87kv,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,stackrox,collector-7rqrf,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,vault-injector,vai-vault-agent-injector-agent-injector-dbfd46ff5-59dv7,0.50,512,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-126.us-west-2.compute.internal,Total,18,4.02,23218,30.00%,63.66%,50.19%,73.39%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-catalog-source-management-3-12-0-378-9c449f76f-v2d8c,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-collaboration-1-10-0-119-ddf579dd5-fj7db,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-contentv2-2-11-0-441-84bb547fb6-qdx6q,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-orchestration-lifecycle-manager-3-0-0-297-7c487bbf64-9pfxz,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-zm8mw,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-audit-2-0-0-487-86c7cc8b5d-bdd6w,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-auth-pdp-2-0-0-156-f7cf9bcd6-ljqwp,0.20,4024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-wkzmc,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-rk2ml,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,kube-system,aws-node-4d59v,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,kube-system,ebs-csi-node-lklr6,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,kube-system,efs-csi-node-b7z78,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,kube-system,kube-proxy-ntjjg,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-rpfd9,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,lamm,fluent-bit-rmxhq,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-rp6s4,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,stackrox,collector-t8nzg,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-191.us-west-2.compute.internal,Total,17,2.72,25010,20.00%,70.94%,33.94%,79.05%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-catalog-source-management-3-12-0-410-6df6bd7847-f9jbq,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-connection-management-1-2-0-258-5567648c-ptgrj,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-internal-ccgf-gateway-665f686bc4-xm4tb,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-orchestration-lifecycle-manager-3-0-0-296-59f4dc9796-dvktk,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-t4xlp,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-zz22r,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,ccgf-devprod-ratelimit,ccgf-ratelimit-55b58676b9-dxlkg,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-hwd9b,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,gpt-qa-mrelusw1,intcloud-claire-awsqamrelusw1-istiogateway-fbbf8c585-6tjtj,1.00,4096,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,kube-system,aws-node-2s7g6,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,kube-system,dashboardaddon-kubernetes-dashboard-56589bb8b9-5zfzk,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,kube-system,ebs-csi-node-ljzwf,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,kube-system,efs-csi-node-n864d,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,kube-system,kube-proxy-jv5mg,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,lamm,alertmanager-monitoringaddon-prometheus-alertmanager-1,0.20,250,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-69j49,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,lamm,fluent-bit-29m9m,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-mgwvk,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,spark-operator,spark-operator-64788d7fd9-wp4hr,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,stackrox,collector-7lwhz,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-51.us-west-2.compute.internal,Total,20,3.52,18876,26.25%,50.67%,43.94%,60.31%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-catalog-source-management-3-12-0-410-6df6bd7847-gm8wm,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-admin-ui-external-ccgf-gateway-7cd67xbqm,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-ccgf-gateway-65f9f6d545-slrfk,0.10,2048,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdq-recommendation-1-0-0-278-59766bb66c-2xhd9,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-znbws,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,ccgf-devprod-hawk-func,mcp-app-2-0-0-1083-6d688f5d77-lm7k4,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-auth-pdp-2-0-0-156-f7cf9bcd6-vdg9t,0.20,4024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-9xzfx,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-tntqm,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,istio-system,istiod-1-18-2-c6b57c586-pl7rg,2.50,6144,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,kube-system,aws-node-mhhnm,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,kube-system,ebs-csi-node-7cscj,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,kube-system,efs-csi-node-tp948,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,kube-system,kube-proxy-9w2wg,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-n2prd,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,lamm,fluent-bit-8gtrs,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-fb5wk,0.00,0,,,,
