health,status,index,uuid,pri,rep,docs.count_x,docs.deleted_x,store.size,pri.store.size,deleted_to_count_ratio,shard,prirep,ip,segment,generation,docs.count_y,docs.deleted_y,size,size.memory,committed,searchable,version,compound,segments_count,TenantId,Tenant,Business,Technical,Marketplace,Total,mean_size,variance_size,95th_percentile_size,std_dev_size(mb)
green,open,devprod-9ibyw4vm3etgvfclpfcsob-mkg_document_store-ccgf-contentv2,ya7lsuLkQwii91velCrhzg,1,1,604808698,9204393,714649.6,357376.0,1.52,0,p,x.x.x.x,_8ep,10897,8667787,115932,4812.8,2178894,true,true,8.2.0,false,241.0,9ibyw4vm3etgvfclpfcsob,ScannerQE_Longivity,0,"255,817,889",0,255M,2932.42489626556,4926069.484850931,4915.2,2219.4750471341035
green,open,devprod-4kkblzb73mzg0zbb6jorms-mkg_document_store-ccgf-contentv2,7dLTnLH5Qz20mqrXecVTyQ,1,1,83416133,27145599,161894.4,80896.0,32.54,0,p,x.x.x.x,_9wa,12826,9592217,631251,5120.0,2737702,true,true,8.2.0,false,53.0,4kkblzb73mzg0zbb6jorms,31July_Perf_QE1,"3,960","53,145,776",0,53M,3032.603773584906,61883776.50729316,5427.2,7866.624212919615
green,open,devprod-1bsgqul1hlyimudmtsazcw-mkg_document_store-ccgf-contentv2,G8ocBwAASFe1sw_SanoWeQ,1,1,77173393,5233457,101273.6,50073.6,6.78,0,r,x.x.x.x,_9sg,12688,8874536,634727,5017.6,2576318,true,true,8.2.0,false,81.0,1bsgqul1hlyimudmtsazcw,31July_Perf_QE2,0,"28,098,656",0,28M,1243.956172839506,13242294.22423392,5017.6,3638.9963209975795
green,open,devprod-hm9iyez4jwvhxxpqan3tez-mkg_document_store-ccgf-contentv2,BaL9uhrSRSq1z9ULb_Q1ww,1,1,211118516,1067700,73318.4,36556.8,0.51,0,r,x.x.x.x,_d3c,16968,52469729,365277,4915.2,3332990,true,true,8.2.0,false,83.0,hm9iyez4jwvhxxpqan3tez,perf_dnd_09,"55,407","26,363,665",8,26M,873.9075903614458,2751106.772118513,4812.8,1658.6460659581696
green,open,devprod-4dbtbchsfvufu2u0v9ueep-mkg_document_store-ccgf-contentv2,3OXqR9zJSEq-S1YkS_GjfQ,1,1,147581600,548881,48435.2,24268.8,0.37,0,r,x.x.x.x,_e4e,18302,48542728,73909,4915.2,3218070,true,true,8.2.0,false,83.0,4dbtbchsfvufu2u0v9ueep,perf_dnd_05,"256,214","16,336,781",8,16M,581.2251807228917,2062391.9300691732,4915.2,1436.103036021153
green,open,devprod-3bwt0ycyf89lnzel4iqfkd-mkg_document_store-ccgf-contentv2,-xmpOGTCR5KakdFdS0CZyQ,1,1,61847066,2339338,47923.2,24166.4,3.78,0,r,x.x.x.x,_5rj,7471,6797267,4603,2764.8,1387380,true,true,8.2.0,false,69.0,3bwt0ycyf89lnzel4iqfkd,perf_dnd_july_07,"8,409","19,271,419",0,19M,690.0692753623189,1818800.7713009373,4382.719999999995,1348.6292193560605
green,open,devprod-6b9com07ka3eq1ffckchwu-mkg_document_store-ccgf-contentv2,ktkq2aJUQOWQx9fjSNAh2g,1,1,130493897,920362,45568.0,22732.8,0.71,0,r,x.x.x.x,_e8v,18463,37213648,180806,4915.2,3087390,true,true,8.2.0,false,92.0,6b9com07ka3eq1ffckchwu,perf_dnd_43,"183,402","15,177,078",8,15M,490.87913043478255,1547223.287049784,4812.8,1243.8743051650292
green,open,devprod-6uwtm55xjnmgmleiv4iyyz-mkg_document_store-ccgf-contentv2,0F4GFjCdRx6yLK6-PhgxpA,1,1,42244717,311284,44953.6,22425.6,0.74,0,r,x.x.x.x,_e33,18255,9478861,4798,5017.6,2419172,true,true,8.2.0,false,48.0,6uwtm55xjnmgmleiv4iyyz,perf_dnd_apr_01,0,0,0,23M,927.6470833333333,3202748.5896551413,4812.8,1789.6224712645796
green,open,devprod-1hgspnwbj1dejrxhntgokq-mkg_document_store-ccgf-contentv2,OxAIHaIGQGCH3Q_9fEi4Lw,1,1,145591245,565158,44646.4,22323.2,0.39,0,p,x.x.x.x,_d84,17140,55467767,81707,4915.2,3344678,true,true,8.2.0,false,63.0,1hgspnwbj1dejrxhntgokq,perf_dnd_40,705,"15,621,282",8,15M,703.8988888888888,2641245.226768101,5007.360000000001,1625.1908278008773
green,open,devprod-gwhhiuucfmzizbcllf8ser-mkg_document_store-ccgf-contentv2,_-dKBBZCTIiXk2Dwdo6dHw,1,1,146971715,680736,43520.0,21708.8,0.46,0,r,x.x.x.x,_d1r,16911,56142614,77052,4915.2,3401758,true,true,8.2.0,false,81.0,gwhhiuucfmzizbcllf8ser,perf_dnd_07,"233,030","14,759,733",8,14M,533.2890123456791,2053986.3436315116,4812.8,1433.1735218149656
green,open,devprod-8j0osry5bm2ewktaaxwbyw-mkg_document_store-ccgf-contentv2,P_pe5OtySpKs7YOxm5h8KQ,1,1,23809300,60489,39628.8,19763.2,0.25,0,p,x.x.x.x,_139p,50893,4857756,44571,4505.6,1828852,true,true,8.2.0,false,52.0,8j0osry5bm2ewktaaxwbyw,06July_Performance_QE,0,"19,983,815",0,19M,758.3826923076923,8162840.638153394,4505.6,2857.068539281722
green,open,devprod-bxp3ttfmjwxcgaj1pprhmd-mkg_document_store-ccgf-contentv2,fOZpWj-DQDSmLyAFzKfBnA,1,1,142751831,435696,39424.0,19660.8,0.31,0,p,x.x.x.x,_bsx,15297,48935533,85324,4915.2,3507566,true,true,8.2.0,false,58.0,bxp3ttfmjwxcgaj1pprhmd,perf_dnd_38,295,"7,872,846",8,7M,673.5834482758621,2251263.4662966714,5017.6,1500.4210963248522
green,open,devprod-0ql26wn1ogibn7lmg0zes0-mkg_document_store-ccgf-contentv2,YTr453p3St2a1_dIhLCAuQ,1,1,180210615,86292,38809.6,19353.6,0.05,0,p,x.x.x.x,_b9w,14612,57727646,85291,5017.6,3440982,true,true,8.2.0,false,16.0,0ql26wn1ogibn7lmg0zes0,perf_dnd_13,"3,739","11,065,170",8,11M,2400.1375000000003,5865028.007833333,5017.6,2421.781990153807
green,open,devprod-htdeawm6j6zko8dxpinxui-mkg_document_store-ccgf-contentv2,KsOScn-oQ_G9H2_hFM63iw,1,1,139097222,560106,37478.4,18739.2,0.4,0,p,x.x.x.x,_frz,20447,47470066,39336,4915.2,3225420,true,true,8.2.0,false,82.0,htdeawm6j6zko8dxpinxui,perf_dnd_10,"193,032","11,595,879",8,11M,455.29524390243904,1397924.969082039,3481.6,1182.338770861397
green,open,devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,-DteG2_yT_SfvtiKip5o1A,1,1,139965001,939403,37376.0,18739.2,0.67,0,p,x.x.x.x,_c12,15590,55028227,75197,4915.2,3339174,true,true,8.2.0,false,63.0,4oscorgez2dfmavmhlsuew,perf_dnd_23,"20,588","11,653,342",8,11M,589.3050793650793,2008735.368728623,4894.719999999999,1417.298616639635
green,open,devprod-9if8wkwhspzfbov30j0uc1-mkg_document_store-ccgf-contentv2,wkQVTlkOS2OzsZnzZ2LrDg,1,1,104772184,757802,36454.4,18227.2,0.72,0,r,x.x.x.x,_fu5,20525,40105862,55696,4915.2,3079190,true,true,8.2.0,false,71.0,9if8wkwhspzfbov30j0uc1,perf_dnd_08,"230,476","12,949,648",8,13M,509.7708450704226,1744942.8348935626,4710.4,1320.9628438731963
green,open,devprod-cubqil0loocly97y1qchke-mkg_document_store-ccgf-contentv2,wRjnIcfAS2WAcY9cBAnTnQ,1,1,137910943,323926,36249.6,18124.8,0.23,0,p,x.x.x.x,_dch,17297,54357055,34156,4915.2,3344620,true,true,8.2.0,false,54.0,cubqil0loocly97y1qchke,perf_dnd_26,"25,264","11,613,242",8,11M,668.6020370370371,2389741.2019297355,4915.2,1545.8787798303383
green,open,devprod-9ifac2uebgsehvv1quz1ek-mkg_document_store-ccgf-contentv2,083pLLW3SzixDmY6GxJ9Bw,1,1,143823578,671620,35430.4,17817.6,0.47,0,p,x.x.x.x,_eiu,18822,53093145,70596,4915.2,3373876,true,true,8.2.0,false,78.0,9ifac2uebgsehvv1quz1ek,perf_dnd_34,"2,236","10,882,948",8,10M,449.55679487179486,1731254.1935051775,4915.2,1315.7713302489826
green,open,devprod-4btw5zcmjyjdd5qqz0x3i5-mkg_document_store-ccgf-contentv2,DZ_anzLKQvel7rBUr3S07Q,1,1,125587057,238520,35123.2,17510.4,0.19,0,p,x.x.x.x,_d8r,17163,41831904,0,4812.8,3498500,true,true,8.2.0,false,46.0,4btw5zcmjyjdd5qqz0x3i5,perf_dnd_35,227,"7,224,273",8,7M,753.5608695652174,2663424.2771014487,4812.8,1632.000084896275
green,open,devprod-d6ngqmywns3lv5jc3qed8t-mkg_document_store-ccgf-contentv2,rPy0qVqcRwivw91tUvzySA,1,1,59141756,1041238,34713.6,17305.6,1.76,0,r,x.x.x.x,_d2g,16936,13688408,363857,4710.4,2342140,true,true,8.2.0,false,62.0,d6ngqmywns3lv5jc3qed8t,perf_dnd_52,755,"14,007,631",8,14M,554.6346774193548,2090514.7989072711,5002.239999999999,1445.861265442598
green,open,devprod-0wkmtw3bmxpenagycbr408-mkg_document_store-ccgf-contentv2,zw0iGYteTw6uUPIl_bKjpg,1,1,119414431,486564,33996.8,16998.4,0.41,0,p,x.x.x.x,_ewa,19306,37598638,129799,5017.6,3064286,true,true,8.2.0,false,42.0,0wkmtw3bmxpenagycbr408,perf_dnd_44,"182,917","11,059,757",8,11M,803.1776190476191,3060668.9034332177,5017.6,1749.4767513268696
green,open,devprod-2vor4tyhoqqj4oceyihsw7-mkg_document_store-ccgf-contentv2,Zrhd9Bo_SxWdv_pGQ8CNjw,1,1,133061024,325399,33382.4,16691.2,0.24,0,r,x.x.x.x,_fej,19963,47895287,9555,5017.6,3213004,true,true,8.2.0,false,71.0,2vor4tyhoqqj4oceyihsw7,perf_dnd_25,"23,081","10,478,307",8,10M,467.0276056338028,1890293.338784186,4915.200000000001,1374.8793906318422
green,open,devprod-1anfxa0ffuie5w8ldg76qe-mkg_document_store-ccgf-contentv2,5PPCDecMSG-CmAX2s9KmZw,1,1,94737116,368586,32768.0,16384.0,0.39,0,p,x.x.x.x,_cx5,16745,52310382,114956,4812.8,3340998,true,true,8.2.0,false,49.0,1anfxa0ffuie5w8ldg76qe,perf_dnd_46,701,"11,712,248",8,11M,660.9430612244897,2433586.450084183,4812.8,1559.9956570722186
green,open,devprod-55brijou3apb9qzr8uf3ke-mkg_document_store-ccgf-contentv2,OMHwuoODQVKbgaWA3nJLqg,1,1,95937100,332585,31948.8,15974.4,0.35,0,p,x.x.x.x,_fww,20624,33140050,231592,5017.6,2985670,true,true,8.2.0,false,46.0,55brijou3apb9qzr8uf3ke,perf_dnd_51,235,"12,000,517",8,12M,689.4130434782609,2833929.4912927533,5017.6,1683.4278990478783
green,open,devprod-38ondijwnobflzqqn9lf4v-mkg_document_store-ccgf-contentv2,qst8dON-QIeCQfJyS3CT7g,1,1,112969493,279375,31436.8,15667.2,0.25,0,r,x.x.x.x,_e6x,18393,45673571,17153,5017.6,3158788,true,true,8.2.0,false,52.0,38ondijwnobflzqqn9lf4v,perf_dnd_31,"2,228","10,604,262",8,10M,599.7996153846154,2103528.083439065,4915.2,1450.3544682039164
green,open,devprod-3rcxycmniazhizdikhchgf-mkg_document_store-ccgf-contentv2,4KcBZ5sMS6O3Di5nI9IrLA,1,1,30368209,710960,31334.4,15667.2,2.34,0,p,x.x.x.x,_8mg,11176,9957660,291618,4915.2,2033820,true,true,8.2.0,false,16.0,3rcxycmniazhizdikhchgf,jul_perf_team_01,2,"15,109,000",0,15M,1935.4099999999999,5216585.893226667,4915.2,2283.9846525812445
green,open,devprod-5sb048e61iel9fevj4hi2m-mkg_document_store-ccgf-contentv2,DsC-R3wFS3K4bwJN5Cazfw,1,1,97098275,1440885,30720.0,15360.0,1.48,0,r,x.x.x.x,_18vs,58168,38342214,1312591,4812.8,2500174,true,true,8.2.0,false,47.0,5sb048e61iel9fevj4hi2m,04April_CDGCProfiling,"4,619","10,726,933",24,10M,651.5036170212766,2408217.5868322845,4812.8,1551.8432868148395
green,open,devprod-7gi05od2xnqlxntzjjb10w-mkg_document_store-ccgf-contentv2,StsY18vbThusJa6ePxEnjw,1,1,89952067,1510902,29491.2,14950.4,1.68,0,r,x.x.x.x,_82p,10465,23183159,220717,4710.4,2066470,true,true,8.2.0,false,59.0,7gi05od2xnqlxntzjjb10w,perf_dnd_story_2,3,"7,863,989",0,7M,497.08440677966104,1445079.1170802447,4710.4,1202.1144359337195
green,open,devprod-cx8cz0bx5yhek3ungzrxq6-mkg_document_store-ccgf-contentv2,1270mF37QYmjIv8PLrIgBw,1,1,124482160,102643,28876.8,14438.4,0.08,0,p,x.x.x.x,_djd,17545,48785256,3501,4915.2,3283508,true,true,8.2.0,false,26.0,cx8cz0bx5yhek3ungzrxq6,perf_dnd_14,"3,731","8,923,867",8,8M,1091.423076923077,2974226.4978461526,4915.2,1724.594589416931
green,open,devprod-alq3yramzuelqzh8lvx7k9-mkg_document_store-ccgf-contentv2,xfI5M2EWTvCVPb9nFyo8VA,1,1,119253768,97700,28672.0,14336.0,0.08,0,r,x.x.x.x,_e7u,18426,49825362,1000,5017.6,3256012,true,true,8.2.0,false,48.0,alq3yramzuelqzh8lvx7k9,perf_dnd_22,"3,378","9,322,818",8,9M,592.7925,2073873.8102234043,4915.2,1440.0950698559468
green,open,devprod-0ow7z1ll2juivkonpc6kyz-mkg_document_store-ccgf-contentv2,Ho3CsVsSTJi3Fmvhv9mKuw,1,1,138546447,366441,28364.8,14131.2,0.26,0,p,x.x.x.x,_1tt,2369,4110321,46753,372.5,273244,true,true,8.2.0,false,50.0,0ow7z1ll2juivkonpc6kyz,perf_dnd_36,221,"7,985,674",8,7M,557.806,1757746.7368897956,4812.8,1325.8004136708496
green,open,devprod-0qqdbpiqpgicnwhyqrllqg-mkg_document_store-ccgf-contentv2,reVDwuBvQX-oEkK0PzILhg,1,1,135106960,335993,27648.0,13824.0,0.25,0,p,x.x.x.x,_b4x,14433,58112446,80137,5017.6,3453966,true,true,8.2.0,false,52.0,0qqdbpiqpgicnwhyqrllqg,perf_dnd_28,"18,096","7,840,134",8,7M,529.065,1793460.9426764708,5017.6,1339.2016064343975
green,open,devprod-4v43i22vviwikb9c9mmekt-mkg_document_store-ccgf-contentv2,sLrouhEpTKiu-3IhdILrrw,1,1,114461273,743370,27238.4,13619.2,0.65,0,p,x.x.x.x,_di5,17501,43457081,9834,5017.6,3144068,true,true,8.2.0,false,50.0,4v43i22vviwikb9c9mmekt,perf_dnd_29,254,"8,345,014",8,8M,541.5084,1812100.9208871839,5017.6,1346.1429793625875
green,open,devprod-fcdhszi7mieitwvjrmn2sw-mkg_document_store-ccgf-contentv2,J26FTuW1Q12MqVzJ9Mr2RQ,1,1,112554018,175396,25088.0,12492.8,0.16,0,r,x.x.x.x,_cag,15928,42318520,19833,4608.0,2922588,true,true,8.2.0,false,44.0,fcdhszi7mieitwvjrmn2sw,perf_dnd_33,230,"7,824,737",8,7M,566.7304545454546,1918951.6969439741,4608.0,1385.2623206252215
green,open,devprod-3xhypydkyzldgccqciwqkk-mkg_document_store-ccgf-contentv2,VOG-N9ijRQaOrC5TQe99YA,1,1,21089238,150421,24576.0,12288.0,0.71,0,p,x.x.x.x,_dbg,17260,8850928,3,4812.8,2238908,true,true,8.2.0,false,62.0,3xhypydkyzldgccqciwqkk,14June_Scanner_QE,0,0,0,9M,394.8235483870968,1399967.8069806455,4615.974999999983,1183.202352508076
green,open,devprod-i6h4k4h332wilajzmpon2e-mkg_document_store-ccgf-contentv2,HbBkeKmyS-KsxEjbisAw7Q,1,1,104808319,403582,23552.0,11776.0,0.39,0,p,x.x.x.x,_dpz,17783,48295593,49510,4915.2,3212316,true,true,8.2.0,false,44.0,i6h4k4h332wilajzmpon2e,perf_dnd_27,"21,155","7,222,679",8,7M,532.7186363636364,1978150.5403934456,4915.2,1406.4673975579547
green,open,devprod-8muuqmf4kdgf6yoxtfmiqt-mkg_document_store-ccgf-contentv2,nbWOPzSKQEyy3ObXGf73Iw,1,1,20858698,213434,23040.0,11468.8,1.02,0,p,x.x.x.x,_gag,21112,1346346,23947,761.6,385580,true,true,8.2.0,false,80.0,8muuqmf4kdgf6yoxtfmiqt,DataDestructionAugust2023,62,"9,993,288",0,9M,284.84637499999997,523252.93712973106,1017.4549999999945,723.3622447499807
green,open,devprod-j9qtdnrqcw4gjwdci9uqsg-mkg_document_store-ccgf-contentv2,KK-BbG7WRKOti2QkU4or6Q,1,1,27686700,273680,22630.4,11264.0,0.99,0,r,x.x.x.x,_a7k,13232,12223115,3926,5017.6,2549124,true,true,8.2.0,false,44.0,j9qtdnrqcw4gjwdci9uqsg,perf_dnd_july_03,"390,205","10,041,525",0,10M,511.6636363636364,2085647.008958563,5017.6,1444.1769313205923
green,open,devprod-l1nfotrsekoik80uy8tuqi-mkg_document_store-ccgf-contentv2,6C8wq0fxRbWiyFRVdcuvQA,1,1,20729876,277008,20787.2,10342.4,1.34,0,p,x.x.x.x,_a2j,13051,10014139,119890,5017.6,2105780,true,true,8.2.0,false,50.0,l1nfotrsekoik80uy8tuqi,13June_Perf_QE_30,"12,050","10,404,419",0,10M,412.25559999999996,1215926.7184741227,2662.4,1102.6906721624712
green,open,devprod-8fvwpc58ea2jqzhcybobuv-mkg_document_store-ccgf-contentv2,YuZjOiieQlitRi-veRWFDw,1,1,20011858,484037,20275.2,10137.6,2.42,0,r,x.x.x.x,_a5g,13156,10239072,0,5017.6,2111300,true,true,8.2.0,false,58.0,8fvwpc58ea2jqzhcybobuv,13June_Perf_QE_28,"12,050","10,098,409",0,10M,341.2489655172414,931827.1589217185,1638.4,965.3119490204804
green,open,devprod-23oomuz02c5j7xo9eue448-mkg_document_store-ccgf-contentv2,vLjsYQ8WR9KPvCISyLuqYw,1,1,19907838,194260,19865.6,9932.8,0.98,0,r,x.x.x.x,_8ho,11004,5456032,0,2764.8,1148996,true,true,8.2.0,false,28.0,23oomuz02c5j7xo9eue448,13June_Perf_QE_27,"12,050","10,200,401",0,10M,701.2785714285716,2099624.3069312177,4229.119999999997,1449.008042397011
green,open,devprod-2uccgonzgscd7oh81htkeh-mkg_document_store-ccgf-contentv2,eTpBkB0nRMWCZ9_xwZcPrg,1,1,55563716,530893,19865.6,9932.8,0.96,0,p,x.x.x.x,_8b8,10772,2413089,0,381.2,229812,true,true,8.2.0,true,54.0,2uccgonzgscd7oh81htkeh,perf_dnd_62,9,"7,621,227",0,7M,366.18722222222226,900459.4317298743,895.7,948.9254089389083
green,open,devprod-9a8rakddflrcbxsb9kfdql-mkg_document_store-ccgf-contentv2,ZDtk-7KsRqCE-6a0Y2JTbg,1,1,19805898,154568,19763.2,9830.4,0.78,0,p,x.x.x.x,_96n,11903,10102478,34422,5017.6,2114484,true,true,8.2.0,false,52.0,9a8rakddflrcbxsb9kfdql,13June_Perf_QE_29,"12,050","10,098,437",0,10M,378.20846153846156,1062882.6279897434,1740.8,1030.961991534966
green,open,devprod-8wuqznvhcrfltwmm9llow7-mkg_document_store-ccgf-contentv2,udmQTrfSR_yqZ6ntgBdYQg,1,1,15937087,3551853,19456.0,10035.2,22.29,0,p,x.x.x.x,_6u7,8863,7561241,2476590,5017.6,2035896,true,true,8.2.0,false,82.0,8wuqznvhcrfltwmm9llow7,31July_Perf_QE3,0,"2,572,734",0,2M,233.6039024390244,639071.8521895213,968.03,799.4196971488263
green,open,devprod-a1nzzla6evglipifvjfsio-mkg_document_store-ccgf-contentv2,CFUbHpONT_enweSvggndiw,1,1,49213319,791704,19353.6,9830.4,1.61,0,r,x.x.x.x,_9sq,12698,37306127,43831,5017.6,2768468,true,true,8.2.0,false,76.0,a1nzzla6evglipifvjfsio,perf_dnd_61,"2,508","7,469,539",0,7M,254.1471052631579,657612.4991355089,578.55,810.9331039830035
green,open,devprod-7qttqpijdp5ejbfkyhori6-mkg_document_store-ccgf-contentv2,UeSi_eoARFCx-_UwtRBZEg,1,1,48556841,474177,18944.0,9523.2,0.98,0,r,x.x.x.x,_akk,13700,12144919,0,2560.0,1360764,true,true,8.2.0,false,51.0,7qttqpijdp5ejbfkyhori6,perf_dnd_63,10,"7,357,332",0,7M,368.4380392156863,1145960.8981280788,2560.0,1070.4956319985986
green,open,devprod-lgnby6mfu0vjk7rjzgmjw3-mkg_document_store-ccgf-contentv2,gDXY6aHvRiWLgfHrWFghzA,1,1,23992837,870332,18841.6,9523.2,3.63,0,p,x.x.x.x,_al9,13725,12911542,27156,5017.6,2646332,true,true,8.2.0,false,71.0,lgnby6mfu0vjk7rjzgmjw3,perf_dnd_july_02,"380,035","7,537,101",0,7M,264.0505633802817,708966.7057911069,790.05,842.0016067627822
green,open,devprod-6ojqxnjt9tviiix605xawn-mkg_document_store-ccgf-contentv2,LhUTEQ01QO6BwjlXw__YVA,1,1,17505523,832476,18124.8,9011.2,4.76,0,p,x.x.x.x,_8xh,11573,9008177,821784,4812.8,2018934,true,true,8.2.0,false,22.0,6ojqxnjt9tviiix605xawn,perf_repro_emea,0,0,0,8M,817.6454545454545,2037297.5797402603,4669.439999999998,1427.3393358764622
green,open,devprod-73d7axxc9kpdlvhr2r2gci-mkg_document_store-ccgf-contentv2,dNixQ453SKCbj7Auv7OV9A,1,1,60176551,204450,17408.0,8704.0,0.34,0,p,x.x.x.x,_cug,16648,31506520,45539,4915.2,2681942,true,true,8.2.0,false,56.0,73d7axxc9kpdlvhr2r2gci,perf_dnd_50,704,"6,380,784",8,6M,309.2128571428571,939610.1549844155,1843.2,969.3349034180166
green,open,devprod-35ke7sncyidlpzofxb2tsb-mkg_document_store-ccgf-contentv2,C8cAd6tXSmqWRGTAylM1hQ,1,1,21817088,457973,17203.2,8806.4,2.1,0,r,x.x.x.x,_651,7957,2212067,87575,1018.6,520524,true,true,8.2.0,false,74.0,35ke7sncyidlpzofxb2tsb,perf_dnd_july_09,"5,333","7,215,632",0,7M,232.66324324324322,430798.31696741923,888.7299999999989,656.352281147418
green,open,devprod-8xxksqgxrk6lbbjtzgtkmo-mkg_document_store-ccgf-contentv2,MSApMKdqTQKTCKNkL34guw,1,1,14787299,273283,17100.8,8499.2,1.85,0,r,x.x.x.x,_bkj,14995,4735556,116,2560.0,1046556,true,true,8.2.0,false,48.0,8xxksqgxrk6lbbjtzgtkmo,DataDestruction_April2023Release_1,0,0,0,9M,353.49375000000003,794743.6593515959,2560.0,891.4839647192741
green,open,devprod-4eofzocna58egqn1qwlsm4-mkg_document_store-ccgf-contentv2,4aC7Bu3OR2iCdp0jKpJYbQ,1,1,43257899,458213,16998.4,8499.2,1.06,0,p,x.x.x.x,_a76,13218,34885931,22114,5017.6,2892524,true,true,8.2.0,false,73.0,4eofzocna58egqn1qwlsm4,perf_dnd_73,"84,967","6,267,898",0,6M,231.8564383561644,692665.6978871386,799.1799999999968,832.2654011114114
green,open,devprod-1pubazonosacldy68cbdqb-mkg_document_store-ccgf-contentv2,YbUyR2PJQySmFEmfkW-B2A,1,1,22197167,403895,16998.4,8499.2,1.82,0,r,x.x.x.x,_ax7,14155,12761424,95336,4915.2,2589924,true,true,8.2.0,false,72.0,1pubazonosacldy68cbdqb,perf_dnd_july_05,"200,667","7,072,703",0,7M,235.5576388888889,696819.107026741,1007.995,834.7569149319705
green,open,devprod-6mbygamntghgw317mmleeo-mkg_document_store-ccgf-contentv2,4GHtP7uZQFWg_zxQpBSEQA,1,1,17320835,304297,16896.0,8396.8,1.76,0,p,x.x.x.x,_nce,30254,10689477,61466,5017.6,2419470,true,true,8.2.0,false,29.0,6mbygamntghgw317mmleeo,14July_Perf_QE,0,"6,958,140",0,6M,572.8055172413793,1649693.6366970444,3543.0399999999922,1284.4040005765492
green,open,devprod-8qlcb89hc4per8zerm2n0t-mkg_document_store-ccgf-contentv2,KA54GqD6Qritz7kLVxG9TA,1,1,21538753,382875,16896.0,8601.6,1.78,0,r,x.x.x.x,_aza,14230,13471711,27040,5017.6,2687412,true,true,8.2.0,false,71.0,8qlcb89hc4per8zerm2n0t,perf_dnd_july_06,"53,099","7,119,458",0,7M,235.87774647887323,712854.5667948488,728.0,844.3071519268617
green,open,devprod-gbttdkg3gajhelvv9xps6t-mkg_document_store-ccgf-contentv2,Iue1Pdl5SqScTkOaGj_L_g,1,1,14131472,11951,16896.0,8396.8,0.08,0,p,x.x.x.x,_abb,13367,8434238,11002,4812.8,1999582,true,true,8.2.0,false,44.0,gbttdkg3gajhelvv9xps6t,04JULY_Hive_ScannerQE,0,"7,948,293",0,7M,379.8836363636364,1370579.309558562,3072.0,1170.7174336954934
green,open,devprod-dsdirt6jaa4kllt8pdupmm-mkg_document_store-ccgf-contentv2,t2Wy2fevSzmxJwJU6hI5YA,1,1,59534007,268656,16691.2,8294.4,0.45,0,p,x.x.x.x,_ffk,20000,36976219,0,5017.6,3068660,true,true,8.2.0,false,73.0,dsdirt6jaa4kllt8pdupmm,perf_dnd_47,688,"5,500,320",8,5M,225.9153424657534,727905.8455168947,1018.6999999999941,853.1739831458145
green,open,devprod-3vxahweqobvdb8xg71bkom-mkg_document_store-ccgf-contentv2,9WdaC9hjSeyyqNdLv2HIdw,1,1,16219825,456800,16486.4,8192.0,2.82,0,p,x.x.x.x,_6ws,8956,1645834,101370,900.2,427030,true,true,8.2.0,false,52.0,3vxahweqobvdb8xg71bkom,13June_Perf_QE_24,"12,050","8,160,388",0,8M,317.7892307692308,610967.6226503771,1433.6,781.6441790548798
green,open,devprod-457jfaqu9ific7a3egysu7-mkg_document_store-ccgf-contentv2,2lz2iSoxQgKqmbcrSE_syA,1,1,21448714,571366,16486.4,8294.4,2.66,0,r,x.x.x.x,_api,13878,13115749,90497,4915.2,2675132,true,true,8.2.0,false,75.0,457jfaqu9ific7a3egysu7,perf_dnd_july_04,"198,093","6,761,600",0,6M,218.79933333333335,651006.2873360362,746.76,806.8496063926884
green,open,devprod-a1xnls6xvoibb2shtsugqd-mkg_document_store-ccgf-contentv2,CQRfTGsWRQCMDHG10gZK8Q,1,1,18681919,923990,16384.0,8192.0,4.95,0,p,x.x.x.x,_9te,12722,11961112,841869,5017.6,2097318,true,true,8.2.0,false,52.0,a1xnls6xvoibb2shtsugqd,06July_Performance_QE2,0,"7,650,414",0,7M,309.04769230769233,1102230.2608965312,2252.8,1049.871544950396
green,open,devprod-47ybuiqz71uggxilwj13oa-mkg_document_store-ccgf-contentv2,02bDCU_jQLiX2EVuV0VdaQ,1,1,16116824,335307,16281.6,8089.6,2.08,0,r,x.x.x.x,_9un,12767,10138176,96906,5017.6,2111342,true,true,8.2.0,false,50.0,47ybuiqz71uggxilwj13oa,13June_Perf_QE_26,"12,050","8,160,389",0,8M,323.36,1015501.6844571432,1024.0,1007.7210350375461
green,open,devprod-j8ieuovcok6l8d3umyujoz-mkg_document_store-ccgf-contentv2,-IJvFJxmTNm47PXQ6cSGEA,1,1,20169109,337525,16179.2,8089.6,1.67,0,p,x.x.x.x,_5xn,7691,2029279,103708,1024.0,506380,true,true,8.2.0,false,63.0,j8ieuovcok6l8d3umyujoz,perf_dnd_july_11,"5,329","7,016,229",0,7M,254.06825396825397,523791.4061210957,1024.0,723.7343477555115
green,open,devprod-gir8vxuriupcrxixwvvjit-mkg_document_store-ccgf-contentv2,DgGo_nAJQ7iKvqdSRrJinQ,1,1,43382578,413507,16179.2,8192.0,0.95,0,p,x.x.x.x,_66o,8016,2158419,0,513.0,294676,true,true,8.2.0,false,69.0,gir8vxuriupcrxixwvvjit,perf_dnd_74,"79,969","5,949,844",0,6M,234.72927536231887,726755.2266685847,789.1399999999985,852.4993998054102
