health,status,index,uuid,pri,rep,docs.count_x,docs.deleted_x,store.size,pri.store.size,deleted_to_count_ratio,shard,prirep,ip,segment,generation,docs.count_y,docs.deleted_y,size,size.memory,committed,searchable,version,compound,segments_count,TenantId,Tenant,Business,Technical,Marketplace,Total,mean_size,variance_size,95th_percentile_size,std_dev_size(mb)
green,open,devprod-ak49r6bjj0veetedcsp5cw-mkg_document_store-ccgf-contentv2,g3oPAox2SwKA2vCp_HbQSA,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,ak49r6bjj0veetedcsp5cw,MDP_369_Prov_Fix_Test_Tenant1,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-az04ju7qyqqjb5azusbaix-mkg_document_store-ccgf-contentv2,WMFN7CySTCiJHRw6CMDuvg,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_3,3,19,0,0.03,11804,true,true,8.2.0,true,2.0,az04ju7qyqqjb5azusbaix,21Aug_PlatformQE_04,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-7ea9q1u5eaelmsuerbbhwa-mkg_document_store-ccgf-contentv2,_SdKrKzqQse0x-87sxRcxg,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,7ea9q1u5eaelmsuerbbhwa,Informatica-New,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-isboomunkghh0gba7zlsgc-mkg_document_store-ccgf-contentv2,72rHBJJxQbqrJeypEmUSmg,1,1,19,0,0.07,0.04,0.0,0,r,x.x.x.x,_3,3,19,0,0.03,11804,true,true,8.2.0,true,2.0,isboomunkghh0gba7zlsgc,Presales_July,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-a4fpy8itycaiod9l2cmxym-mkg_document_store-ccgf-contentv2,Qhwp0SCkQVm1cYMz4-pL9w,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,a4fpy8itycaiod9l2cmxym,perf_dnd_story_4,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-izkc9sngtuffv9nigr52eq-mkg_document_store-ccgf-contentv2,y8NHChvQTnabf6edwNzUpA,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,izkc9sngtuffv9nigr52eq,Platform_CD_Tenant_DND,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-1fcwxk0p72glncpemsspi4-mkg_document_store-ccgf-contentv2,9QXXbH74TcuB-Zoc1tUJ9A,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,1fcwxk0p72glncpemsspi4,clairegpt-aug15,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-9bsdon66xuzldjyjwlxbeu-mkg_document_store-ccgf-contentv2,emFAKQDuS7mgTJyxdDY64Q,1,1,19,0,0.07,0.04,0.0,0,r,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,9bsdon66xuzldjyjwlxbeu,16Sep_ScannerQE_02,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-doodpauzaq6jn11tkh0ikt-mkg_document_store-ccgf-contentv2,Y8irKr_1RvmBwdR3p8IQtQ,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,doodpauzaq6jn11tkh0ikt,17aug_Claire_Provisioning_Validation,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-1bo2el0roqoklvhij48gsn-mkg_document_store-ccgf-contentv2,8Y-Qk0d1TQ2i86CENVQECw,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_3,3,19,0,0.03,11804,true,true,8.2.0,true,2.0,1bo2el0roqoklvhij48gsn,testing-refactored-ml,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-79rafddicumbltoxelxzgk-mkg_document_store-ccgf-contentv2,7X9BKo-4TSWgzFrx1APxXw,1,1,19,0,0.07,0.04,0.0,0,r,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,79rafddicumbltoxelxzgk,platformqe_28July23_GraphFix,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-iu8ttdt7iwlbghjakgsikn-mkg_document_store-ccgf-contentv2,Dh6Pdq__RnyCqGftEMoHbw,1,1,19,0,0.07,0.04,0.0,0,r,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,iu8ttdt7iwlbghjakgsikn,Informatica,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-8ysph08izg7cv41d9jcjc4-mkg_document_store-ccgf-contentv2,Zx_MJSG5QEWMvDa-lL2e0g,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,8ysph08izg7cv41d9jcjc4,PlatformQE_Metering_10,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-4zfchfuyoc3ideps6j5l63-mkg_document_store-ccgf-contentv2,fssjy3arRyyNYpEO5c_Wrg,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,4zfchfuyoc3ideps6j5l63,testTenantRuppu,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-9vwiwai6efch7ilb8t8x4o-mkg_document_store-ccgf-contentv2,n7kjQ0VTSjuS1ZKCR20SPQ,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,9vwiwai6efch7ilb8t8x4o,16Sep_ScannerQE_01,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-1uujiu5pxbkhgqyhh5efko-mkg_document_store-ccgf-contentv2,PKOdY8qnRqaUwT17Q4Vsvw,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,1uujiu5pxbkhgqyhh5efko,cdgc_ui_app_ci,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-3c97x2wxehdiq27qik530s-mkg_document_store-ccgf-contentv2,Mjue_de4ShmBdrAOxTSxFg,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,3c97x2wxehdiq27qik530s,17aug_Claire_Upgrade_Validation,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-0lrrtwebhqmbwaw99n5qcv-mkg_document_store-ccgf-contentv2,anrvlB2kSmS-vZmmlqf9BA,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,0lrrtwebhqmbwaw99n5qcv,perf_dnd_story_6,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-7lxl9mgkiqflkrpa2f2cm5-mkg_document_store-ccgf-contentv2,HoMNW5_9TrmltWHJpHdMQA,1,1,19,0,0.07,0.04,0.0,0,r,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,,,,,,,0.03,0.0,0.03,0.0
green,open,devprod-iejessd2m0ebuaw6bjwnen-mkg_document_store-ccgf-contentv2,GNxDdzgaROOcJDibqCjQOg,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_3,3,19,0,0.03,11804,true,true,8.2.0,true,2.0,iejessd2m0ebuaw6bjwnen,21Aug_PlatformQE_02,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-5heplrbdu9pkkaelognl2l-mkg_document_store-ccgf-contentv2,rIxLC_lzTdqR7_OUvWHJ9w,1,1,19,0,0.07,0.04,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,5heplrbdu9pkkaelognl2l,Devprod_Presales_July,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-ludxzqzziyairmrvprv7kc-mkg_document_store-ccgf-contentv2,YqSBkffVR7uNul2e0RA5mA,1,1,19,0,0.07,0.04,0.0,0,r,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,ludxzqzziyairmrvprv7kc,tenant2,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-43pusfrqjhti3daefvmywn-mkg_document_store-ccgf-contentv2,ljC6C9ObRTiBoE5G_1uQFw,1,1,19,0,0.07,0.04,0.0,0,r,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,43pusfrqjhti3daefvmywn,infa,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-3lujr9plhq1lurnt6lny8l-mkg_document_store-ccgf-contentv2,eXhYxVRtRMWR_vX-6z4plQ,1,1,19,0,0.07,0.03,0.0,0,r,x.x.x.x,_2,2,19,0,0.03,11804,true,true,8.2.0,true,2.0,3lujr9plhq1lurnt6lny8l,21Aug_PlatformQE_03,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-52v4ct1hxy4hzogcn8bv2t-mkg_document_store-ccgf-contentv2,P8eH5jTGT-yzuD9XXXEkVQ,1,1,19,0,0.07,0.03,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11292,true,true,8.2.0,true,2.0,52v4ct1hxy4hzogcn8bv2t,Hawkdqmrel_latest,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-9nuxbg85dhmj1praaamwi3-mkg_document_store-ccgf-contentv2,ADirmhwzQKyTXGwPt_0QCQ,1,1,19,0,0.07,0.03,0.0,0,r,x.x.x.x,_2,2,19,0,0.03,11292,true,true,8.2.0,true,2.0,9nuxbg85dhmj1praaamwi3,Hawkdqmrel_NFT_QE1,0,0,0,10,0.03,0.0,0.03,0.0
green,open,devprod-hmumzkjkvqvcqeur8elvi2-mkg_document_store-ccgf-contentv2,rmEHoal5SiC2VjvPcgopJA,1,1,19,0,0.07,0.03,0.0,0,p,x.x.x.x,_2,2,19,0,0.03,11292,true,true,8.2.0,true,2.0,hmumzkjkvqvcqeur8elvi2,16June_Performance_QE,0,0,0,10,0.03,0.0,0.03,0.0
green,open,.kibana_1,PELVftOqRNORSugSgauIeQ,1,1,5,0,0.06,0.03,0.0,0,p,x.x.x.x,_1,1,1,0,0.0,956,true,true,8.2.0,true,10.0,,,,,,,0.004,2.6666666666666663e-05,0.01,0.0051639777949432225
green,open,devprod-kowx0dp0saubcn66bd1nar-mkg_document_store-ccgf-contentv2,aZb2VYCWRmWupw8YBnLH0A,1,1,2,0,0.04,0.02,0.0,0,p,x.x.x.x,_2,2,2,0,0.02,11788,true,true,8.2.0,true,2.0,kowx0dp0saubcn66bd1nar,16Aug_IICS_QE,1,0,0,1,0.02,0.0,0.02,0.0
green,open,informatica,9YLYXfJvTu6qLad47jZj3w,1,1,12,0,0.04,0.02,0.0,0,r,x.x.x.x,_0,0,12,0,0.02,8548,true,true,8.2.0,true,2.0,,,,,,,0.02,0.0,0.02,0.0
green,open,devprod-34vypbhu46qioxlkhzgguk-mkg_document_store-ccgf-contentv2,H6uUPpt_QUafsxTHQElGwA,1,1,1,0,0.04,0.02,0.0,0,p,x.x.x.x,_2,2,1,0,0.02,10188,true,true,8.2.0,true,2.0,,,,,,,0.02,0.0,0.02,0.0
green,open,metadata-9k2z1ac6rydca9bhois3q3-mkg_document_store-ccgf-contentv2,-lMj7yVcTN2KTr6tWZ-gdQ,5,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,index_15m_slice2,9sqsAKI3RSiICVrckniFEQ,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-kuj2vhwgycvhzndiebtro5-mkg_document_store-ccgf-contentv2,M8JzBKVkQuOZ0FG8yPpyuA,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-hmcfgryn1ukkfdpqinzduq-mkg_document_store-ccgf-contentv2,Cgt30MZLQVSJ-AEy3EbDAQ,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-system-dummy-ccgf-contentv2-dummy,lDN3Dm4GT5uTgCiQTUT5aA,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-11f1dquszeofmhbdy3bkwn-mkg_document_store-ccgf-contentv2,SvWubsPzSqqXhUGbLshwhg,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-lrnok7gjfeuhv6tg6gjowh-mkg_document_store-ccgf-contentv2,wPt3qCQWS9mKhlciHQe79Q,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-fmw3fvccuq5l9skxugzcc3-mkg_document_store-ccgf-contentv2,LFRp5XjvRjKxyoPAYqsToQ,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-id8ter6sagydobbsr2pkqy-mkg_document_store-ccgf-contentv2,kHjXdzQ0TgKVB3PIF53Jpw,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-3gdwe9s05gdednec9qtqqr-mkg_document_store-ccgf-contentv2,dW0M-lxcSZeKfdQ9FXFCrA,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-system-model_schema_store-claire-conversation-moderator,0CSIc1WZQgenRekVJJr1YA,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-1ttvxmdp9jkkx7jxgifmaj-mkg_document_store-ccgf-contentv2,GP8c3H6DTGG-9nW70owyQg,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-8wq4zv5pepsbvqjdvwky2g-mkg_document_store-ccgf-contentv2,JS5fO4hcRrqcWkBDCkQofQ,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
green,open,devprod-system-mkg_document_store-ccgf-contentv2,DRcOilzyQSCpOPDrtSakjA,1,1,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
