index,shard,prirep,ip,segment,generation,docs.count,docs.deleted,size,size.memory,committed,searchable,version,compound,timestamp,username,volume,segments_count
devprod-6th6lozey39k63bbyba3qc-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_2,2,19,0,35.8kb,11804,true,true,8.2.0,true,,,,2
devprod-6th6lozey39k63bbyba3qc-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_2,2,19,0,35.8kb,11804,true,true,8.2.0,true,,,,2
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_57o,6756,1017996,3,628.6mb,220140,true,true,8.2.0,false,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_73f,9195,1357933,0,1gb,531124,true,true,8.2.0,false,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7gd,9661,15051,0,12.5mb,16420,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7gw,9680,37866,0,13.2mb,19828,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7i0,9720,18502,0,7.2mb,17092,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7mu,9894,227335,0,95.1mb,62788,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7no,9924,19010,0,7.1mb,17788,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7np,9925,1,0,11.8kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7ny,9934,1,0,21.5kb,11660,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7o2,9938,22598,150,17.6mb,22684,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7o3,9939,316,0,272.1kb,11828,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7o4,9940,1,0,11.6kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7o5,9941,242,0,99.5kb,7012,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7o6,9942,41,0,28.5kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7o7,9943,31,0,20.3kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7o8,9944,1,0,11.9kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7ob,9947,2,0,27.9kb,13132,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7od,9949,1,0,23.3kb,11596,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7og,9952,2,0,21.7kb,11788,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7oi,9954,2,0,24.5kb,12516,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_7oj,9955,2887823,0,1.7gb,603940,true,true,8.2.0,false,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_57o,6756,1017996,3,628.6mb,220140,true,true,8.2.0,false,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_73f,9195,1357933,0,1gb,531124,true,true,8.2.0,false,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7gd,9661,15051,0,12.5mb,16420,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7gw,9680,37866,0,13.2mb,19828,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7i0,9720,18502,0,7.2mb,17092,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7mu,9894,227335,0,95.1mb,62788,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7no,9924,19010,0,7.1mb,17788,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7np,9925,1,0,11.8kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7ny,9934,1,0,21.5kb,11660,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7o2,9938,22598,150,17.6mb,22684,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7o3,9939,316,0,272.1kb,11828,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7o4,9940,1,0,11.6kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7o5,9941,242,0,99.5kb,7012,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7o6,9942,41,0,28.5kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7o7,9943,31,0,20.3kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7o8,9944,1,0,11.9kb,5052,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7ob,9947,2,0,27.9kb,13132,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7od,9949,1,0,23.3kb,11596,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7og,9952,2,0,21.7kb,11788,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7oi,9954,2,0,24.5kb,12516,true,true,8.2.0,true,,,,42
devprod-6d8r6nhqlsxgc1wbouelql-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_7oj,9955,2887823,0,1.7gb,603940,true,true,8.2.0,false,,,,42
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_c12,15590,55028227,75197,4.8gb,3339174,true,true,8.2.0,false,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_son,37175,47226825,2734,4.9gb,2947812,true,true,8.2.0,false,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_zp4,46264,2049333,86790,343.3mb,216972,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_12yr,50499,2716341,60420,263.5mb,172804,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_15le,53906,24554412,21320,4.6gb,2697180,true,true,8.2.0,false,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_17wg,56896,1800814,64915,582.4mb,380708,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_193v,58459,495785,0,267.2mb,130284,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_19sz,59363,660555,52186,308.8mb,175676,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1awc,60780,1753394,181476,837.2mb,453854,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1b1b,60959,18304,0,13mb,18140,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1b1w,60980,21532,1731,16.8mb,20220,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1b4q,61082,18263,0,5.3mb,7796,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1b4y,61090,11185,0,6mb,16684,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1b6l,61149,224110,3,93mb,73124,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1bip,61585,742,0,514.2kb,24540,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1bsp,61945,701,0,483kb,22620,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1bzk,62192,468,3,446.7kb,24540,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1c9l,62553,484,6,432.9kb,25212,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1ci0,62856,420,3,407.7kb,24396,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1cnl,63057,597,4,547.6kb,24796,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1csv,63247,407,9,391.6kb,29980,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1ctf,63267,300,18,401.7kb,25228,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1cu0,63288,1,0,27kb,13156,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1cu2,63290,1,0,27.1kb,12260,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1cu4,63292,1,0,27.6kb,11748,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_1cu5,63293,208987,0,139.3mb,85388,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_c12,15590,55028227,75197,4.8gb,3339174,true,true,8.2.0,false,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_son,37175,47226825,2734,4.9gb,2947812,true,true,8.2.0,false,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_zp4,46264,2049333,86790,343.3mb,216972,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_12yr,50499,2716341,60420,263.5mb,172804,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_15le,53906,24554412,21320,4.6gb,2697180,true,true,8.2.0,false,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_17wg,56896,1800814,64915,582.4mb,380708,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_193v,58459,495785,0,267.2mb,130284,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_19sz,59363,660555,52186,308.8mb,175676,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1awc,60780,1753394,181476,837.2mb,453854,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1b1b,60959,18304,0,13mb,18140,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1b1w,60980,21532,1731,16.8mb,20220,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1b4q,61082,18263,0,5.3mb,7796,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1b4y,61090,11185,0,6mb,16684,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1b6l,61149,224110,3,93mb,73124,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1bip,61585,742,0,514.2kb,24540,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1bsp,61945,701,0,483kb,22620,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1bzk,62192,468,3,446.7kb,24540,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1c8g,62512,551,3,521kb,24732,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1cig,62872,691,3,607.4kb,24972,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1crc,63192,334,23,388.2kb,25116,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1cs6,63222,376,4,347.6kb,28564,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1cs8,63224,1,0,27.6kb,11748,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-4oscorgez2dfmavmhlsuew-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_1cs9,63225,209245,0,139.5mb,85948,true,true,8.2.0,true,2023-09-15 14:00:24,perf_dnd_23,11320004.0,49
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_zz,1295,736843,0,393.4mb,169908,true,true,8.2.0,false,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_28y,2914,937811,97201,499.1mb,240478,true,true,8.2.0,false,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_3da,4366,1834714,39520,945.6mb,442164,true,true,8.2.0,false,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4ol,6069,1336652,0,660.7mb,324340,true,true,8.2.0,false,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4t0,6228,4944,0,1.5mb,5404,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4tr,6255,26939,0,7.6mb,9188,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4u1,6265,24899,0,7.2mb,8172,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4uy,6298,978,0,360.1kb,12708,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4uz,6299,8808,0,2.9mb,16756,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4v0,6300,5384,0,1.8mb,16396,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4v1,6301,4478,0,1.5mb,16268,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4v3,6303,4452,0,1.5mb,16284,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_4v4,6304,531597,0,269.2mb,133508,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_zz,1295,736843,0,393.4mb,169908,true,true,8.2.0,false,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_28y,2914,937811,97201,499.1mb,240478,true,true,8.2.0,false,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_3da,4366,1834714,39520,945.6mb,442164,true,true,8.2.0,false,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4ol,6069,1336652,0,660.7mb,324340,true,true,8.2.0,false,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4t0,6228,4944,0,1.5mb,5404,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4tr,6255,26939,0,7.6mb,9188,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4u1,6265,24899,0,7.2mb,8172,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4uy,6298,978,0,360.1kb,12708,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4uz,6299,8808,0,2.9mb,16756,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4v0,6300,5384,0,1.8mb,16396,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4v1,6301,4478,0,1.5mb,16268,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4v3,6303,4452,0,1.5mb,16284,true,true,8.2.0,true,,,,26
devprod-dtqjiyk2dwnhnyhhhmmdqg-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_4v4,6304,531597,0,269.2mb,133508,true,true,8.2.0,true,,,,26
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_ar,387,14412,0,13.4mb,16940,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_dk,488,37389,0,17.3mb,21140,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_du,498,47540,0,17.8mb,10772,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_e5,509,58693,0,21.8mb,12212,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_ea,514,5006,0,2mb,5508,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_eb,515,4045,0,1.7mb,5348,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_ed,517,4797,0,1.9mb,5524,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_ef,519,97116,0,79.9mb,46276,true,true,8.2.0,false,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_ei,522,4375,0,1.8mb,5452,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_eo,528,11439,0,4.6mb,6404,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_ep,529,5193,0,2.1mb,5564,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_ey,538,31640,0,10.9mb,9716,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_ez,539,4975,0,1.4mb,5380,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,p,x.x.x.x,_f0,540,148106,0,117.6mb,66292,true,true,8.2.0,false,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_ar,387,14412,0,13.4mb,16940,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_dk,488,37389,0,17.3mb,21140,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_du,498,47540,0,17.8mb,10772,true,true,8.2.0,true,,,,28
devprod-ki0lahefxeal8dfoehgzoi-mkg_document_store-ccgf-contentv2,0,r,x.x.x.x,_e5,509,58693,0,21.8mb,12212,true,true,8.2.0,true,,,,28
